Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,FirstTeamAllPro,SelectedToProBowl,Passing_Cmp_pass,Passing_Att_pass,Air Yards_IAY,Air Yards_IAY/PA,Air Yards_CAY,Air Yards_CAY/Cmp,Air Yards_CAY/PA,Air Yards_YAC,Air Yards_YAC/Cmp,Accuracy_Bats,Accuracy_ThAwy,Accuracy_Spikes,Accuracy_Drops,Accuracy_Drop%,Accuracy_BadTh,Accuracy_Bad%,Accuracy_OnTgt,Accuracy_OnTgt%,Pressure_PktTime,Pressure_Bltz,Pressure_Hrry,Pressure_Hits,Pressure_Prss,Pressure_Prss%,Pressure_Scrm,Pressure_Yds/Scr,RPO_Plays,RPO_Yds,RPO_PassAtt,RPO_PassYds,RPO_RushAtt,RPO_RushYds,PlayAction_PassAtt,PlayAction_PassYds,Rushing_Att_rush,Rushing_Yds_rush,Rushing_1D,Rushing_YBC,Rushing_YBC/Att,Rushing_YAC,Rushing_YAC/Att,Rushing_BrkTkl,Rushing_Att/Br,Receiving_Tgt_rec,Receiving_Rec_rec,Receiving_Yds_rec,Receiving_1D,Receiving_YBC,Receiving_YBC/R,Receiving_YAC,Receiving_YAC/R,Receiving_ADOT,Receiving_BrkTkl,Receiving_Rec/Br,Receiving_Drop,Receiving_Drop%,Receiving_Int,Receiving_Rat,Awards,Year
156,Isaiah Likely,BAL,TE,24,16,9,0,0,0,0,0,0,0,,0,58,42,477,11.36,6,1,1,6,,,82,123.7,127.7,102.7,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,42.0,477.0,26.0,221.0,5.3,256.0,6.1,8.0,3.0,14.0,2.0,3.4,0.0,131.2,,2024
157,Cade Otton,TAM,TE,25,14,14,0,0,0,0,0,1,-4,-4.00,0,87,59,600,10.17,4,2,1,4,,,82,140.6,144.6,111.1,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-4.0,0.0,-4.0,-4.0,0.0,0.0,1.0,1.0,87.0,59.0,600.0,31.0,289.0,4.9,311.0,5.3,5.5,6.0,9.8,8.0,9.2,3.0,88.3,,2024
158,Tre Tucker,LVR,WR,23,17,14,0,0,0,0,0,9,44,4.89,1,81,47,539,11.47,3,0,0,4,,,82,129.3,132.3,105.8,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,44.0,3.0,34.0,3.8,10.0,1.1,0.0,,81.0,47.0,539.0,24.0,331.0,7.0,208.0,4.4,12.7,3.0,15.7,2.0,2.5,1.0,85.4,,2024
159,Antonio Gibson,NWE,RB,26,17,3,0,0,0,0,0,120,538,4.48,1,29,23,206,8.96,0,2,0,1,,,80,103.4,109.4,91.9,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,538.0,24.0,215.0,1.8,323.0,2.7,12.0,10.0,29.0,23.0,206.0,11.0,-7.0,-0.3,213.0,9.3,1.8,3.0,7.7,1.0,3.4,2.0,67.5,,2024
160,Drew Lock,NYG,QB,28,8,5,107,181,1071,6,5,18,133,7.39,2,0,0,0,,0,5,2,2,,1,80,80.1,93.1,85.1,,39,,,,107.0,181.0,1147.0,6.3,460.0,4.3,2.5,611.0,5.7,8.0,4.0,1.0,7.0,4.0,33.0,18.8,122.0,69.3,2.4,29.0,18.0,24.0,54.0,26.6,10.0,13.4,15.0,113.0,12.0,113.0,1.0,0.0,31.0,234.0,18.0,133.0,9.0,103.0,5.7,30.0,1.7,0.0,,,,,,,,,,,,,,,,,,2024
161,Cam Akers,2TM,RB,25,17,2,0,0,0,0,0,104,444,4.27,2,18,14,68,4.86,3,1,1,5,,,79,93.2,97.2,86.2,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,444.0,21.0,226.0,2.2,218.0,2.1,7.0,14.9,18.0,14.0,68.0,4.0,-15.0,-1.1,83.0,5.9,-1.5,0.0,,0.0,0.0,0.0,122.0,AP CPoY-19,2024
162,Kayshon Boutte,NWE,WR,22,15,13,0,0,0,0,0,0,0,,0,68,43,589,13.70,3,0,0,3,1,,79,121.9,124.9,100.4,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,43.0,589.0,25.0,439.0,10.2,150.0,3.5,14.5,1.0,43.0,4.0,5.9,2.0,93.3,,2024
163,Amari Cooper,2TM,WR,30,14,10,0,0,0,0,0,0,0,,0,85,44,547,12.43,4,0,0,4,,,79,122.7,125.7,100.7,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,44.0,547.0,25.0,436.0,9.9,111.0,2.5,12.3,1.0,44.0,12.0,14.1,2.0,77.9,,2024
164,Isaac Guerendo,SFO,RB,24,16,3,0,0,0,0,0,84,420,5.00,4,16,15,152,10.13,0,3,1,4,,,79,94.2,101.2,86.7,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,420.0,18.0,180.0,2.1,240.0,2.9,3.0,28.0,16.0,15.0,152.0,7.0,45.0,3.0,107.0,7.1,3.1,1.0,15.0,0.0,0.0,0.0,106.2,,2024
165,Hunter Henry,NWE,TE,30,16,16,0,0,0,0,0,0,0,,0,97,66,674,10.21,2,0,0,2,,,79,145.4,148.4,112.4,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,66.0,674.0,40.0,406.0,6.2,268.0,4.1,7.0,2.0,33.0,2.0,2.1,1.0,90.3,,2024
166,Taysom Hill,NOR,TE,34,8,8,2,4,21,0,1,39,278,7.13,6,31,23,187,8.13,0,1,1,6,,,79,102.3,110.3,91.8,,16,,,,2.0,4.0,53.0,13.3,12.0,6.0,3.0,9.0,4.5,0.0,0.0,0.0,0.0,0.0,1.0,25.0,2.0,50.0,2.3,2.0,0.0,1.0,1.0,25.0,0.0,,2.0,10.0,1.0,0.0,1.0,10.0,3.0,18.0,39.0,278.0,18.0,108.0,2.8,170.0,4.4,4.0,9.8,31.0,23.0,187.0,8.0,50.0,2.2,137.0,6.0,3.5,2.0,11.5,2.0,6.5,0.0,89.0,,2024
167,Ray-Ray McCloud,ATL,WR,28,17,13,0,0,0,0,0,10,79,7.90,0,87,62,686,11.06,1,4,2,1,,,79,140.5,145.5,109.5,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,79.0,3.0,50.0,5.0,29.0,2.9,0.0,,87.0,62.0,686.0,29.0,351.0,5.7,335.0,5.4,6.8,1.0,62.0,3.0,3.4,3.0,83.8,,2024
168,Michael Wilson,ARI,WR,24,16,13,0,0,0,0,0,1,7,7.00,0,71,47,548,11.66,4,1,1,4,,,78,124.5,128.5,101.0,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,4.0,4.0,3.0,3.0,0.0,,71.0,47.0,548.0,27.0,418.0,8.9,130.0,2.8,11.4,1.0,47.0,3.0,4.2,3.0,90.6,,2024
169,Mike Gesicki,CIN,TE,29,17,3,0,0,0,0,0,0,0,,0,83,65,665,10.23,2,1,1,2,,,77,141.5,145.5,109.0,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,65.0,665.0,38.0,420.0,6.5,245.0,3.8,7.4,0.0,,5.0,6.0,0.0,108.1,,2024
170,Deshaun Watson,CLE,QB,29,7,7,137,216,1148,5,3,31,148,4.77,1,0,0,0,,0,5,3,1,,1,77,76.7,88.7,79.7,,40,,,,137.0,216.0,1523.0,7.1,564.0,4.1,2.6,584.0,4.3,5.0,5.0,0.0,20.0,9.5,34.0,16.1,166.0,78.7,2.6,72.0,16.0,37.0,86.0,31.9,21.0,6.3,32.0,123.0,20.0,110.0,4.0,13.0,48.0,252.0,31.0,148.0,8.0,109.0,3.5,39.0,1.3,1.0,31.0,,,,,,,,,,,,,,,,,2024
171,Xavier Legette,CAR,WR,23,16,13,0,0,0,0,0,6,24,4.00,0,84,49,497,10.14,4,0,0,4,,,76,125.1,128.1,100.6,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,24.0,2.0,18.0,3.0,6.0,1.0,1.0,6.0,84.0,49.0,497.0,27.0,385.0,7.9,112.0,2.3,12.3,2.0,24.5,7.0,8.3,1.0,86.3,,2024
172,Devin Singletary,NYG,RB,27,15,5,0,0,0,0,0,113,437,3.87,4,24,21,119,5.67,0,2,2,4,,,76,96.6,104.6,86.1,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,437.0,24.0,206.0,1.8,231.0,2.0,10.0,11.3,24.0,21.0,119.0,4.0,-59.0,-2.8,178.0,8.5,-2.8,1.0,21.0,1.0,4.2,2.0,52.6,,2024
173,Christian Watson,GNB,WR,25,15,15,0,0,0,0,0,4,23,5.75,0,53,29,620,21.38,2,1,1,2,1,,76,105.3,109.3,90.8,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,23.0,1.0,19.0,4.8,4.0,1.0,1.0,4.0,53.0,29.0,620.0,21.0,471.0,16.2,149.0,5.1,17.8,0.0,,2.0,3.8,2.0,93.3,,2024
174,Stefon Diggs,HOU,WR,31,8,8,1,1,13,0,0,3,8,2.67,1,64,47,496,10.55,3,0,0,4,,,75,121.9,124.9,98.4,,70,,,,1.0,1.0,-4.0,-4.0,-4.0,-4.0,-4.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,9.0,1.0,13.0,1.0,-4.0,1.0,13.0,3.0,8.0,1.0,6.0,2.0,2.0,0.7,0.0,,64.0,47.0,496.0,31.0,311.0,6.6,185.0,3.9,8.7,3.0,15.7,3.0,4.7,1.0,104.7,,2024
175,Jalen Nailor,MIN,WR,25,17,7,0,0,0,0,0,3,-4,-1.33,0,42,28,414,14.79,6,1,1,6,,,75,103.0,107.0,89.0,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-4.0,1.0,-5.0,-1.7,1.0,0.3,0.0,,42.0,28.0,414.0,22.0,308.0,11.0,106.0,3.8,11.5,0.0,,4.0,9.5,0.0,138.3,,2024
176,Ty Johnson,BUF,RB,27,17,1,0,0,0,0,0,41,213,5.20,1,25,18,284,15.78,3,0,0,4,,,74,91.7,97.7,82.7,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,213.0,13.0,106.0,2.6,107.0,2.6,2.0,20.5,25.0,18.0,284.0,14.0,114.0,6.3,170.0,9.4,8.2,1.0,18.0,0.0,0.0,0.0,149.0,,2024
177,Noah Gray,KAN,TE,25,17,10,0,0,0,0,0,1,-4,-4.00,0,49,40,437,10.93,5,0,0,5,,,73,113.3,116.3,93.3,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-4.0,0.0,-4.0,-4.0,0.0,0.0,0.0,,49.0,40.0,437.0,25.0,227.0,5.7,210.0,5.3,6.2,0.0,,2.0,4.1,2.0,120.8,,2024
178,Juwan Johnson,NOR,TE,28,17,5,0,0,0,0,0,0,0,,0,66,50,548,10.96,3,2,0,3,,,73,122.8,125.8,97.8,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,50.0,548.0,27.0,336.0,6.7,212.0,4.2,8.2,3.0,16.7,3.0,4.5,1.0,108.6,,2024
179,Cole Kmet,CHI,TE,25,17,16,0,0,0,0,0,0,0,,0,55,47,474,10.09,4,0,0,4,1,,73,120.4,123.4,96.9,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,47.0,474.0,25.0,293.0,6.2,181.0,3.9,7.1,1.0,47.0,1.0,1.8,1.0,119.2,,2024
180,Jaleel McLaughlin,DEN,RB,24,16,5,0,0,0,0,0,113,496,4.39,1,27,24,76,3.17,2,1,1,3,,,73,97.2,101.2,85.2,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,496.0,25.0,302.0,2.7,194.0,1.7,8.0,14.1,27.0,24.0,76.0,3.0,-91.0,-3.8,167.0,7.0,-3.8,1.0,24.0,0.0,0.0,0.0,103.9,,2024
181,KaVontae Turpin,DAL,WR,28,17,2,0,0,0,0,0,16,92,5.75,0,52,31,420,13.55,2,3,1,4,,,73,104.2,108.2,88.7,,71,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,92.0,6.0,53.0,3.3,39.0,2.4,2.0,8.0,52.0,31.0,420.0,18.0,160.0,5.2,260.0,8.4,8.5,2.0,15.5,2.0,3.8,2.0,82.2,"PB,AP-1",2024
182,Tyler Lockett,SEA,WR,32,17,14,0,0,0,0,0,0,0,,0,74,49,600,12.24,2,0,0,2,,,72,121.0,124.0,96.5,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,49.0,600.0,36.0,466.0,9.5,134.0,2.7,10.7,1.0,49.0,4.0,5.4,4.0,77.5,,2024
183,Dontayvion Wicks,GNB,WR,23,17,5,0,0,0,0,0,0,0,,0,76,39,415,10.64,5,0,0,5,,,72,110.5,113.5,91.0,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,39.0,415.0,25.0,276.0,7.1,139.0,3.6,10.7,3.0,13.0,9.0,11.8,2.0,78.6,,2024
184,Tyler Conklin,NYJ,TE,29,16,15,0,0,0,0,0,1,0,0.00,0,72,51,449,8.80,4,0,0,4,1,,71,121.9,124.9,96.4,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,72.0,51.0,449.0,24.0,187.0,3.7,262.0,5.1,4.9,0.0,,1.0,1.4,0.0,105.6,,2024
185,Foster Moreau,NOR,TE,27,17,17,0,0,0,0,0,0,0,,0,43,32,413,12.91,5,0,0,5,,,71,103.3,106.3,87.3,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,32.0,413.0,21.0,255.0,8.0,158.0,4.9,9.2,2.0,16.0,0.0,0.0,1.0,133.2,,2024
186,Darius Slayton,NYG,WR,27,16,13,0,0,0,0,0,2,17,8.50,0,71,39,573,14.69,2,1,0,2,,,71,110.0,113.0,90.5,,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,17.0,1.0,12.0,6.0,5.0,2.5,0.0,,71.0,39.0,573.0,30.0,449.0,11.5,124.0,3.2,13.1,4.0,9.8,4.0,5.6,2.0,79.1,,2024
187,Mack Hollins,BUF,WR,31,17,13,0,0,0,0,0,0,0,,0,50,31,378,12.19,5,0,0,5,,,68,98.8,101.8,83.3,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,31.0,378.0,25.0,288.0,9.3,90.0,2.9,11.1,0.0,,3.0,6.0,0.0,118.6,,2024
188,Josh Palmer,LAC,WR,25,15,7,0,0,0,0,0,0,0,,0,65,39,584,14.97,1,0,0,1,2,,68,107.4,110.4,87.9,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,39.0,584.0,28.0,483.0,12.4,101.0,2.6,15.2,0.0,,4.0,6.2,1.0,88.2,,2024
189,Spencer Rattler,NOR,QB,24,7,6,130,228,1317,4,5,18,146,8.11,0,0,0,0,,0,5,3,0,,,67,67.3,81.3,72.3,,41,,,,130.0,228.0,1831.0,8.0,675.0,5.2,3.0,642.0,4.9,6.0,13.0,1.0,15.0,7.0,39.0,18.2,153.0,71.5,2.4,61.0,16.0,16.0,54.0,20.5,14.0,8.4,14.0,93.0,12.0,65.0,1.0,28.0,33.0,284.0,18.0,146.0,7.0,99.0,5.5,47.0,2.6,0.0,,,,,,,,,,,,,,,,,,2024
190,Olamide Zaccheaus,WAS,WR,27,17,6,0,0,0,0,0,1,8,8.00,0,64,45,506,11.24,3,3,1,3,,,67,112.4,116.4,89.9,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,1.0,4.0,4.0,4.0,4.0,0.0,,64.0,45.0,506.0,26.0,222.0,4.9,284.0,6.3,6.3,7.0,6.4,5.0,7.8,0.0,109.2,,2024
191,Braelon Allen,NYJ,RB,20,17,2,0,0,0,0,0,92,334,3.63,2,27,19,148,7.79,1,0,0,3,,,66,85.2,91.2,75.7,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,334.0,22.0,143.0,1.6,191.0,2.1,4.0,23.0,27.0,19.0,148.0,8.0,-15.0,-0.8,163.0,8.6,-0.2,2.0,9.5,4.0,14.8,0.0,95.9,,2024
192,Marquez Valdes-Scantling,2TM,WR,30,14,8,0,0,0,0,0,1,4,4.00,0,44,19,411,21.63,4,0,0,4,,,66,84.5,87.5,75.0,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,,44.0,19.0,411.0,14.0,268.0,14.1,143.0,7.5,17.4,1.0,19.0,2.0,4.5,1.0,97.8,,2024
193,Devaughn Vele,DEN,WR,27,13,7,0,0,0,0,0,0,0,,0,55,41,475,11.59,3,0,0,3,,,66,106.5,109.5,86.0,,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,41.0,475.0,26.0,348.0,8.5,127.0,3.1,8.4,0.0,,3.0,5.5,0.0,118.4,,2024
194,Dalton Schultz,HOU,TE,28,17,13,0,0,0,0,0,0,0,,0,85,53,532,10.04,2,0,0,2,,,65,118.2,121.2,91.7,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,53.0,532.0,26.0,318.0,6.0,214.0,4.0,8.1,0.0,,4.0,4.7,1.0,83.1,,2024
195,Parker Washington,JAX,WR,22,17,7,0,0,0,0,0,0,0,,0,51,32,390,12.19,3,2,0,4,1,,65,97.0,100.0,81.0,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,32.0,390.0,19.0,282.0,8.8,108.0,3.4,11.2,2.0,16.0,1.0,2.0,1.0,97.7,,2024
196,Austin Hooper,NWE,TE,30,17,8,0,0,0,0,0,0,0,,0,59,45,476,10.58,3,2,1,3,,,64,108.6,112.6,86.1,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,45.0,476.0,25.0,251.0,5.6,225.0,5.0,5.8,3.0,15.0,1.0,1.7,2.0,102.1,,2024
197,Ricky Pearsall,SFO,WR,24,11,4,0,1,0,0,0,3,45,15.00,0,46,31,400,12.90,3,0,0,3,,,63,93.5,96.5,78.0,,81,,,,0.0,1.0,10.0,10.0,0.0,,0.0,0.0,,0.0,1.0,0.0,0.0,,0.0,,0.0,,2.3,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,4.0,0.0,0.0,1.0,4.0,1.0,0.0,3.0,45.0,1.0,44.0,14.7,1.0,0.3,0.0,,46.0,31.0,400.0,19.0,286.0,9.2,114.0,3.7,11.4,1.0,31.0,0.0,0.0,3.0,89.0,,2024
198,Dallas Goedert,PHI,TE,29,10,10,0,0,0,0,0,0,0,,0,52,42,496,11.81,2,2,0,2,,,62,103.6,106.6,82.6,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,42.0,496.0,20.0,239.0,5.7,257.0,6.1,6.8,2.0,21.0,1.0,1.9,1.0,111.2,,2024
199,Chigoziem Okonkwo,TEN,TE,25,17,11,0,0,0,0,0,1,17,17.00,0,70,52,479,9.21,2,2,1,2,1,,62,113.6,117.6,87.6,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,1.0,14.0,14.0,3.0,3.0,0.0,,70.0,52.0,479.0,19.0,230.0,4.4,249.0,4.8,5.9,5.0,10.4,3.0,4.3,4.0,78.2,,2024
200,Jalen Coker,CAR,WR,23,11,4,1,1,19,0,0,0,0,,0,46,32,478,14.94,2,0,0,2,,,61,92.6,95.6,76.6,,82,,,,1.0,1.0,16.0,16.0,16.0,16.0,16.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.5,0.0,1.0,0.0,1.0,100.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,46.0,32.0,478.0,23.0,307.0,9.6,171.0,5.3,11.3,2.0,16.0,0.0,0.0,1.0,108.8,,2024
201,Gus Edwards,LAC,RB,29,11,6,0,0,0,0,0,101,365,3.61,4,5,3,6,2.00,0,0,0,4,,,61,64.1,67.1,62.6,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,365.0,17.0,125.0,1.2,240.0,2.4,9.0,11.2,5.0,3.0,6.0,0.0,-5.0,-1.7,11.0,3.7,-3.0,0.0,,0.0,0.0,0.0,64.6,,2024
202,Tyler Huntley,MIA,QB,26,5,5,86,133,829,3,3,26,135,5.19,2,0,0,0,,0,6,2,2,,,61,60.7,71.7,63.7,,42,,,,86.0,133.0,1037.0,7.8,477.0,5.5,3.6,352.0,4.1,3.0,7.0,1.0,8.0,6.4,20.0,16.0,101.0,80.8,2.2,19.0,9.0,17.0,41.0,25.3,14.0,7.4,23.0,117.0,17.0,100.0,3.0,17.0,38.0,305.0,26.0,135.0,10.0,104.0,4.0,31.0,1.2,0.0,,,,,,,,,,,,,,,,,,2024
203,Roschon Johnson,CHI,RB,23,14,0,0,0,0,0,0,55,150,2.73,6,20,16,104,6.50,0,0,0,6,,,61,77.4,83.4,69.4,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,150.0,17.0,80.0,1.5,70.0,1.3,0.0,,20.0,16.0,104.0,6.0,8.0,0.5,96.0,6.0,0.6,4.0,4.0,0.0,0.0,0.0,88.3,,2024
204,Will Dissly,LAC,TE,28,15,8,0,0,0,0,0,0,0,,0,64,50,481,9.62,2,0,0,2,,,60,110.1,113.1,85.1,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,50.0,481.0,24.0,178.0,3.6,303.0,6.1,4.6,4.0,12.5,4.0,6.3,0.0,108.4,,2024
205,Elijah Moore,CLE,WR,24,17,13,0,0,0,0,0,1,1,1.00,0,102,61,538,8.82,1,0,0,1,,,60,120.9,123.9,90.4,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,102.0,61.0,538.0,25.0,405.0,6.6,133.0,2.2,9.3,1.0,61.0,5.0,4.9,8.0,44.5,,2024
206,Rashid Shaheed,NOR,WR,26,6,5,0,0,0,0,0,6,29,4.83,0,41,20,349,17.45,3,1,1,4,,,60,79.8,83.8,69.8,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,29.0,2.0,21.0,3.5,8.0,1.3,0.0,,41.0,20.0,349.0,12.0,243.0,12.2,106.0,5.3,17.6,0.0,,0.0,0.0,4.0,63.0,,2024
207,Sean Tucker,TAM,RB,23,17,0,0,0,0,0,0,50,308,6.16,2,12,9,109,12.11,1,1,0,3,,,60,68.7,74.7,64.2,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,308.0,17.0,179.0,3.6,129.0,2.6,5.0,10.0,12.0,9.0,109.0,6.0,4.0,0.4,105.0,11.7,0.6,1.0,9.0,0.0,0.0,0.0,130.2,,2024
208,Andy Dalton,CAR,QB,37,6,5,106,160,989,7,6,11,34,3.09,0,0,0,0,,0,2,0,0,,,59,59.0,68.0,65.0,,43,,,,106.0,160.0,1068.0,6.7,530.0,5.0,3.3,459.0,4.3,5.0,3.0,0.0,9.0,5.7,21.0,13.4,117.0,74.5,2.2,56.0,10.0,11.0,28.0,16.2,6.0,6.0,22.0,130.0,22.0,130.0,0.0,0.0,33.0,198.0,11.0,34.0,2.0,15.0,1.4,19.0,1.7,1.0,11.0,,,,,,,,,,,,,,,,,2024
209,Zack Moss,CIN,RB,27,8,6,0,0,0,0,0,74,242,3.27,2,27,23,187,8.13,1,2,1,3,,,59,81.9,88.9,70.4,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,242.0,13.0,166.0,2.2,76.0,1.0,4.0,18.5,27.0,23.0,187.0,11.0,-7.0,-0.3,194.0,8.4,0.1,3.0,7.7,1.0,3.7,0.0,107.9,,2024
210,Tim Patrick,DET,WR,31,16,9,0,0,0,0,0,0,0,,0,44,33,394,11.94,3,0,0,3,1,,59,92.4,95.4,75.9,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,33.0,394.0,20.0,253.0,7.7,141.0,4.3,10.0,2.0,16.5,1.0,2.3,2.0,105.7,AP CPoY-6,2024
211,Nick Chubb,CLE,RB,29,8,8,0,0,0,0,0,102,332,3.25,3,11,5,31,6.20,1,1,1,4,,,58,63.3,67.3,60.8,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,332.0,17.0,170.0,1.7,162.0,1.6,4.0,25.5,11.0,5.0,31.0,3.0,0.0,0.0,31.0,6.2,-0.5,0.0,,0.0,0.0,2.0,43.2,AP CPoY-8,2024
212,Tutu Atwell,LAR,WR,25,17,5,0,1,0,0,0,2,7,3.50,0,62,42,562,13.38,0,0,0,0,,,57,98.9,101.9,77.9,,86,,,,0.0,1.0,34.0,34.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,7.0,0.0,6.0,3.0,1.0,0.5,0.0,,62.0,42.0,562.0,29.0,436.0,10.4,126.0,3.0,11.2,0.0,,3.0,4.8,2.0,82.9,,2024
213,Dalton Kincaid,BUF,TE,25,13,9,0,0,0,0,0,0,0,,0,75,44,448,10.18,2,1,0,2,,,57,100.8,103.8,78.8,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,44.0,448.0,23.0,174.0,4.0,274.0,6.2,7.5,4.0,11.0,6.0,8.0,0.0,84.7,,2024
214,Noah Fant,SEA,TE,27,14,9,0,0,0,0,0,0,0,,0,64,48,500,10.42,1,0,0,1,,,56,104.0,107.0,80.0,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,48.0,500.0,25.0,223.0,4.6,277.0,5.8,5.4,2.0,24.0,1.0,1.6,3.0,82.8,,2024
